PropertyKey|RealEstatePropertyCode|ProvalLrsnId|NeighborhoodNbr|PropertyStreetNbrNameText|SalesTypeCode|SalesTypeDsc|DeedBookNbr|DeedPageNbr|GranteeName|SaleAmt|SaleDate|LandRecordDocumentNbr|MaskOwnerAddressInd
22954|17039201|30739|412006|1121 ARLINGTON BLVD 525|O|O-Assignment of Lease|    |    |ARLAND LLC|158000|2025-10-20 00:00:00|20250100013769                  |False
66573|17039202|30740|412006|1121 ARLINGTON BLVD 526|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
66573|17039202|30740|412006|1121 ARLINGTON BLVD 526|O|O-Assignment of Lease|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
66573|17039202|30740|412006|1121 ARLINGTON BLVD 526|O|O-Assignment of Lease|    |    |ARLAND LLC|110000|2022-03-10 00:00:00|20220100004964                  |False
66573|17039202|30740|412006|1121 ARLINGTON BLVD 526|O|O-Assignment of Lease|    |    |ARLAND LLC|0|2023-08-31 00:00:00|20230100012072                  |False
66573|17039202|30740|412006|1121 ARLINGTON BLVD 526|O|O-Assignment of Lease|    |    |ARLAND LLC|0|2025-03-12 00:00:00|20250100002889                  |False
66573|17039202|30740|412006|1121 ARLINGTON BLVD 526|O|O-Assignment of Lease|    |    |ARLAND LLC|130500|2025-09-30 00:00:00|20250100012669                  |False
22955|17039203|30741|412006|1121 ARLINGTON BLVD 527|||1624|0099|ARLAND LLC                          |40000|1990-10-01 00:00:00||False
22955|17039203|30741|412006|1121 ARLINGTON BLVD 527|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22955|17039203|30741|412006|1121 ARLINGTON BLVD 527|O|O-Assignment of Lease|    |    |ARLAND LLC                          |125000|2017-10-23 00:00:00|20170100021455                  |False
22956|17039204|30742|412006|1121 ARLINGTON BLVD 528|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22956|17039204|30742|412006|1121 ARLINGTON BLVD 528|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22956|17039204|30742|412006|1121 ARLINGTON BLVD 528|||3970|2726|ARLAND LLC                          |185000|2006-04-17 00:00:00||False
66574|17039205|30743|412006|1121 ARLINGTON BLVD 529|||2369|1602|ARLAND LLC                          |74950|1989-01-27 00:00:00||False
66574|17039205|30743|412006|1121 ARLINGTON BLVD 529|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
66574|17039205|30743|412006|1121 ARLINGTON BLVD 529|O|O-Assignment of Lease|    |    |ARLAND LLC                          |145000|2018-03-19 00:00:00|20180100004721                  |False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|7|7-Partial Interest|3804|1490|ARLAND LLC|106900|2004-09-30 00:00:00||False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|||3804|1495|ARLAND LLC|200000|2005-02-02 00:00:00||False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|||3814|1709|ARLAND LLC|230000|2005-03-04 00:00:00||False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|||3852|1818|ARLAND LLC|275000|2005-06-10 00:00:00||False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|O|O-Assignment of Lease|4655|0768|ARLAND LLC|201120|2013-01-31 00:00:00||False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|O|O-Assignment of Lease|4725|0337|ARLAND LLC|0|2013-08-23 00:00:00||False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|O|O-Assignment of Lease|    |    |ARLAND LLC|190000|2019-09-18 00:00:00|20190100017292                  |False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|O|O-Assignment of Lease|    |    |ARLAND LLC|0|2019-09-18 00:00:00|20190100017291                  |False
22957|17039206|30744|412006|1121 ARLINGTON BLVD 530|O|O-Assignment of Lease|    |    |ARLAND LLC|170000|2023-11-15 00:00:00|20230100013840                  |False
22958|17039207|30745|412006|1121 ARLINGTON BLVD 531|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22958|17039207|30745|412006|1121 ARLINGTON BLVD 531|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22958|17039207|30745|412006|1121 ARLINGTON BLVD 531|||3463|0981|ARLAND LLC                          |145000|2003-01-31 00:00:00||False
22958|17039207|30745|412006|1121 ARLINGTON BLVD 531|||3871|2639|ARLAND LLC                          |290000|2005-07-18 00:00:00||False
53727|17039208|30746|412006|1121 ARLINGTON BLVD 532|W|W-Will / R.O.S/L O H|0000|0000|ARLAND LLC                          |0|1900-01-01 00:00:00||False
53727|17039208|30746|412006|1121 ARLINGTON BLVD 532|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22959|17039209|30747|412006|1121 ARLINGTON BLVD 533|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22959|17039209|30747|412006|1121 ARLINGTON BLVD 533|5|5-Not Market Sale|2771|1157|ARLAND LLC                          |23191|1996-03-13 00:00:00||False
22960|17039210|30748|412006|1121 ARLINGTON BLVD 534|||2457|1143|ARLAND LLC                          |43000|1990-11-29 00:00:00||False
22960|17039210|30748|412006|1121 ARLINGTON BLVD 534|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53728|17039211|30749|412006|1121 ARLINGTON BLVD 535|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
53728|17039211|30749|412006|1121 ARLINGTON BLVD 535|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53728|17039211|30749|412006|1121 ARLINGTON BLVD 535|||3778|1868|ARLAND LLC                          |129900|2004-11-17 00:00:00||False
22961|17039212|30750|412006|1121 ARLINGTON BLVD 536|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22961|17039212|30750|412006|1121 ARLINGTON BLVD 536|5|5-Not Market Sale|2796|0819|ARLAND LLC                          |0|1996-05-09 00:00:00||False
22961|17039212|30750|412006|1121 ARLINGTON BLVD 536|||3024|1412|ARLAND LLC                          |31000|1999-09-28 00:00:00||False
22961|17039212|30750|412006|1121 ARLINGTON BLVD 536|5|5-Not Market Sale|3024|1410|ARLAND LLC                          |0|1999-10-06 00:00:00||False
22962|17039213|30751|412006|1121 ARLINGTON BLVD 537|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22962|17039213|30751|412006|1121 ARLINGTON BLVD 537|||2977|0187|ARLAND LLC                          |34000|1999-04-10 00:00:00||False
22962|17039213|30751|412006|1121 ARLINGTON BLVD 537|A|A-Correction Deed|3045|1755|ARLAND LLC                          |0|1999-04-13 00:00:00||False
53729|17039214|30752|412006|1121 ARLINGTON BLVD 538|||2530|1353|ARLAND LLC                          |35000|1992-05-20 00:00:00||False
53729|17039214|30752|412006|1121 ARLINGTON BLVD 538|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53729|17039214|30752|412006|1121 ARLINGTON BLVD 538|||3803|2025|ARLAND LLC                          |133000|2005-01-31 00:00:00||False
53729|17039214|30752|412006|1121 ARLINGTON BLVD 538|O|O-Assignment of Lease|4661|1494|ARLAND LLC                          |145000|2013-02-28 00:00:00||False
53729|17039214|30752|412006|1121 ARLINGTON BLVD 538|O|O-Assignment of Lease|||ARLAND LLC|122800|2022-10-19 00:00:00|20220100018482                  |False
22963|17039215|30753|412006|1121 ARLINGTON BLVD 539|||2373|1828|ARLAND LLC                          |62000|1989-02-17 00:00:00||False
22963|17039215|30753|412006|1121 ARLINGTON BLVD 539|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22963|17039215|30753|412006|1121 ARLINGTON BLVD 539|||3401|2161|ARLAND LLC                          |67000|2002-11-14 00:00:00||False
22964|17039216|30754|412006|1121 ARLINGTON BLVD 540|||2426|0203|ARLAND LLC                          |59500|1990-03-20 00:00:00||False
22964|17039216|30754|412006|1121 ARLINGTON BLVD 540|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22964|17039216|30754|412006|1121 ARLINGTON BLVD 540|||4322|0406|ARLAND LLC                          |160000|2009-10-15 00:00:00||False
22965|17039217|30755|412006|1121 ARLINGTON BLVD 541|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22965|17039217|30755|412006|1121 ARLINGTON BLVD 541|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22965|17039217|30755|412006|1121 ARLINGTON BLVD 541|||3436|1733|ARLAND LLC                          |45000|2002-12-23 00:00:00||False
22965|17039217|30755|412006|1121 ARLINGTON BLVD 541|||3786|1139|ARLAND LLC                          |160000|2004-12-09 00:00:00||False
22966|17039218|30756|412006|1121 ARLINGTON BLVD 542|5|5-Not Market Sale|2690|0472|ARLAND LLC|21000|1994-06-17 00:00:00||False
22966|17039218|30756|412006|1121 ARLINGTON BLVD 542|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22966|17039218|30756|412006|1121 ARLINGTON BLVD 542|||4083|1129|ARLAND LLC|245000|2007-03-29 00:00:00||False
22966|17039218|30756|412006|1121 ARLINGTON BLVD 542|O|O-Assignment of Lease|    |    |ARLAND LLC|175000|2017-12-11 00:00:00|20170100024762                  |False
22966|17039218|30756|412006|1121 ARLINGTON BLVD 542|W|W-Will / R.O.S/L O H|    |    |ARLAND LLC|0|2019-02-06 00:00:00|20190400003391                  |False
22966|17039218|30756|412006|1121 ARLINGTON BLVD 542|O|O-Assignment of Lease|    |    |ARLAND LLC|205000|2019-11-01 00:00:00|20190100020774                  |False
22967|17039219|30757|412006|1121 ARLINGTON BLVD 543|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
22967|17039219|30757|412006|1121 ARLINGTON BLVD 543|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22967|17039219|30757|412006|1121 ARLINGTON BLVD 543|||3796|0914|ARLAND LLC|240000|2005-01-07 00:00:00||False
22967|17039219|30757|412006|1121 ARLINGTON BLVD 543|||4120|1004|ARLAND LLC|257000|2007-07-23 00:00:00||False
22967|17039219|30757|412006|1121 ARLINGTON BLVD 543|O|O-Assignment of Lease|    |    |ARLAND LLC|196000|2021-03-31 00:00:00|20210100012166                  |False
22968|17039220|30758|412006|1121 ARLINGTON BLVD 544|||2388|1843|ARLAND LLC                          |66500|1989-06-14 00:00:00||False
22968|17039220|30758|412006|1121 ARLINGTON BLVD 544|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22969|17039221|30759|412006|1121 ARLINGTON BLVD 545|||2377|0103|ARLAND LLC                          |54000|1989-03-31 00:00:00||False
22969|17039221|30759|412006|1121 ARLINGTON BLVD 545|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
66575|17039222|30760|412006|1121 ARLINGTON BLVD 546|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
66575|17039222|30760|412006|1121 ARLINGTON BLVD 546|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
66575|17039222|30760|412006|1121 ARLINGTON BLVD 546|||3165|0209|ARLAND LLC                          |41000|2001-06-29 00:00:00||False
66575|17039222|30760|412006|1121 ARLINGTON BLVD 546|O|O-Assignment of Lease|    |    |ARLAND LLC                          |120000|2017-08-28 00:00:00|20170100017623                  |False
22970|17039223|30761|412006|1121 ARLINGTON BLVD 547|5|5-Not Market Sale|2473|1888|ARLAND LLC                          |0|1991-04-05 00:00:00||False
22970|17039223|30761|412006|1121 ARLINGTON BLVD 547|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22970|17039223|30761|412006|1121 ARLINGTON BLVD 547|||3763|1946|ARLAND LLC                          |127500|2004-09-23 00:00:00||False
22970|17039223|30761|412006|1121 ARLINGTON BLVD 547|O|O-Assignment of Lease|4773|2009|ARLAND LLC                          |135000|2014-06-06 00:00:00||False
22970|17039223|30761|412006|1121 ARLINGTON BLVD 547|5|5-Not Market Sale|4773|2005|ARLAND LLC                          |0|2014-06-06 00:00:00||False
22971|17039224|30762|412006|1121 ARLINGTON BLVD 548|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22971|17039224|30762|412006|1121 ARLINGTON BLVD 548|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22971|17039224|30762|412006|1121 ARLINGTON BLVD 548|||3089|1293|ARLAND LLC                          |38000|2000-09-29 00:00:00||False
22971|17039224|30762|412006|1121 ARLINGTON BLVD 548|5|5-Not Market Sale|4375|0140|ARLAND LLC                          |0|2010-05-27 00:00:00||False
66576|17039225|30763|412006|1121 ARLINGTON BLVD 601|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
66576|17039225|30763|412006|1121 ARLINGTON BLVD 601|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
66576|17039225|30763|412006|1121 ARLINGTON BLVD 601|5|5-Not Market Sale|4093|0613|ARLAND LLC                          |0|2007-04-11 00:00:00||False
66576|17039225|30763|412006|1121 ARLINGTON BLVD 601|5|5-Not Market Sale|4273|2117|ARLAND LLC                          |0|2008-11-07 00:00:00||False
66576|17039225|30763|412006|1121 ARLINGTON BLVD 601|5|5-Not Market Sale|4370|2501|ARLAND LLC                          |0|2010-06-03 00:00:00||False
22972|17039226|30764|412006|1121 ARLINGTON BLVD 602|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
22972|17039226|30764|412006|1121 ARLINGTON BLVD 602|O|O-Assignment of Lease|2078|644 |ARLAND LLC|0|1982-10-24 00:00:00||False
22972|17039226|30764|412006|1121 ARLINGTON BLVD 602|A|A-Correction Deed|    |    |ARLAND LLC|0|1982-10-25 00:00:00|20230100006785                  |False
22972|17039226|30764|412006|1121 ARLINGTON BLVD 602|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22972|17039226|30764|412006|1121 ARLINGTON BLVD 602|O|O-Assignment of Lease|||ARLAND LLC|129000|2023-08-25 00:00:00|20230100009986                  |False
22973|17039227|30765|412006|1121 ARLINGTON BLVD 603|||2448|0227|ARLAND LLC                          |39000|1990-08-17 00:00:00||False
22973|17039227|30765|412006|1121 ARLINGTON BLVD 603|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22973|17039227|30765|412006|1121 ARLINGTON BLVD 603|||3596|2664|ARLAND LLC                          |78750|2003-08-27 00:00:00||False
53730|17039228|30766|412006|1121 ARLINGTON BLVD 604|O|O-Assignment of Lease|2683|0797|ARLAND LLC|0|1994-05-27 00:00:00||False
53730|17039228|30766|412006|1121 ARLINGTON BLVD 604|O|O-Assignment of Lease|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
53730|17039228|30766|412006|1121 ARLINGTON BLVD 604|O|O-Assignment of Lease|    |    |ARLAND LLC|145000|2017-09-08 00:00:00|20170100018576                  |False
22974|17039229|30767|412006|1121 ARLINGTON BLVD 605|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
22974|17039229|30767|412006|1121 ARLINGTON BLVD 605|O|O-Assignment of Lease|2239|0764|ARLAND LLC|55500|1982-09-30 00:00:00||False
22974|17039229|30767|412006|1121 ARLINGTON BLVD 605|O|O-Assignment of Lease|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22974|17039229|30767|412006|1121 ARLINGTON BLVD 605|O|O-Assignment of Lease|4774|2441|ARLAND LLC|85000|2012-10-24 00:00:00||False
22974|17039229|30767|412006|1121 ARLINGTON BLVD 605|O|O-Assignment of Lease|    |    |ARLAND LLC|125000|2017-09-29 00:00:00|20170100020006                  |False
22974|17039229|30767|412006|1121 ARLINGTON BLVD 605|O|O-Assignment of Lease|    |    |ARLAND LLC|140000|2025-02-03 00:00:00|20250100001230                  |False
22975|17039230|30768|412006|1121 ARLINGTON BLVD 606|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22975|17039230|30768|412006|1121 ARLINGTON BLVD 606|2|2-Sale or Gift to Relative|2845|0382|ARLAND LLC|0|1997-07-24 00:00:00||False
22975|17039230|30768|412006|1121 ARLINGTON BLVD 606|5|5-Not Market Sale|3198|0863|ARLAND LLC|0|2001-06-08 00:00:00||False
22975|17039230|30768|412006|1121 ARLINGTON BLVD 606|5|5-Not Market Sale|4805|2060|ARLAND LLC|0|2014-11-13 00:00:00||False
22975|17039230|30768|412006|1121 ARLINGTON BLVD 606|O|O-Assignment of Lease|    |    |ARLAND LLC|180000|2017-11-30 00:00:00|20170100024048                  |False
22975|17039230|30768|412006|1121 ARLINGTON BLVD 606|O|O-Assignment of Lease|    |    |ARLAND LLC|0|2017-11-30 00:00:00|20170100024047                  |False
22975|17039230|30768|412006|1121 ARLINGTON BLVD 606|O|O-Assignment of Lease|    |    |ARLAND LLC|237500|2022-07-19 00:00:00|20220100013718                  |False
53731|17039231|30769|412006|1121 ARLINGTON BLVD 607|||2448|0737|ARLAND LLC                          |78000|1990-08-24 00:00:00||False
53731|17039231|30769|412006|1121 ARLINGTON BLVD 607|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53731|17039231|30769|412006|1121 ARLINGTON BLVD 607|||3395|2175|ARLAND LLC                          |80000|2002-08-30 00:00:00||False
53731|17039231|30769|412006|1121 ARLINGTON BLVD 607|||3795|0891|ARLAND LLC                          |255000|2005-01-05 00:00:00||False
22976|17039232|30770|412006|1121 ARLINGTON BLVD 608|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22976|17039232|30770|412006|1121 ARLINGTON BLVD 608|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22977|17039233|30771|412006|1121 ARLINGTON BLVD 609|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22977|17039233|30771|412006|1121 ARLINGTON BLVD 609|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22977|17039233|30771|412006|1121 ARLINGTON BLVD 609|O|O-Assignment of Lease|    |    |ARLAND LLC                          |167000|2019-03-26 00:00:00|20190100004942                  |False
53732|17039234|30772|412006|1121 ARLINGTON BLVD 610|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
53732|17039234|30772|412006|1121 ARLINGTON BLVD 610|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
53732|17039234|30772|412006|1121 ARLINGTON BLVD 610|||3347|1238|ARLAND LLC                          |64000|2002-08-14 00:00:00||False
53732|17039234|30772|412006|1121 ARLINGTON BLVD 610|5|5-Not Market Sale|3806|1125|ARLAND LLC                          |0|2005-01-20 00:00:00||False
22978|17039235|30773|412006|1121 ARLINGTON BLVD 611|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22978|17039235|30773|412006|1121 ARLINGTON BLVD 611|1|1-Foreclosure, Auction, Bankru|2818|1070|ARLAND LLC                          |27000|1997-02-07 00:00:00||False
22978|17039235|30773|412006|1121 ARLINGTON BLVD 611|||3392|1609|ARLAND LLC                          |65000|2002-09-28 00:00:00||False
22978|17039235|30773|412006|1121 ARLINGTON BLVD 611|||3809|1317|ARLAND LLC                          |140000|2005-02-18 00:00:00||False
22978|17039235|30773|412006|1121 ARLINGTON BLVD 611|||4205|2496|ARLAND LLC                          |152500|2008-07-23 00:00:00||False
22978|17039235|30773|412006|1121 ARLINGTON BLVD 611|O|O-Assignment of Lease|||ARLAND LLC|119900|2022-03-10 00:00:00|20220100005288                  |False
22979|17039236|30774|412006|1121 ARLINGTON BLVD 612|1|1-Foreclosure, Auction, Bankru|2796|1271|ARLAND LLC                          |2000|1996-09-12 00:00:00||False
22979|17039236|30774|412006|1121 ARLINGTON BLVD 612|1|1-Foreclosure, Auction, Bankru|2840|1835|ARLAND LLC                          |30000|1997-07-09 00:00:00||False
22979|17039236|30774|412006|1121 ARLINGTON BLVD 612|||3584|0571|ARLAND LLC                          |68500|2003-08-04 00:00:00||False
22979|17039236|30774|412006|1121 ARLINGTON BLVD 612|||4140|1408|ARLAND LLC                          |140000|2007-08-03 00:00:00||False
22980|17039237|30775|412006|1121 ARLINGTON BLVD 613|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22980|17039237|30775|412006|1121 ARLINGTON BLVD 613|||2769|1369|ARLAND LLC                          |22000|1996-02-28 00:00:00||False
22980|17039237|30775|412006|1121 ARLINGTON BLVD 613|5|5-Not Market Sale|4375|0138|ARLAND LLC                          |0|2010-05-27 00:00:00||False
22981|17039238|30776|412006|1121 ARLINGTON BLVD 614|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22981|17039238|30776|412006|1121 ARLINGTON BLVD 614|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22982|17039239|30777|412006|1121 ARLINGTON BLVD 615|1|1-Foreclosure, Auction, Bankru|2922|0948|ARLAND LLC                          |60750|1998-08-27 00:00:00||False
22982|17039239|30777|412006|1121 ARLINGTON BLVD 615|||2928|1736|ARLAND LLC                          |28000|1998-09-02 00:00:00||False
22982|17039239|30777|412006|1121 ARLINGTON BLVD 615|5|5-Not Market Sale|4375|0136|ARLAND LLC                          |0|2010-05-27 00:00:00||False
22982|17039239|30777|412006|1121 ARLINGTON BLVD 615|5|5-Not Market Sale|    |    |ARLAND LLC                          |0|2016-10-04 00:00:00|20160100022047                  |False
22983|17039240|30778|412006|1121 ARLINGTON BLVD 616|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22983|17039240|30778|412006|1121 ARLINGTON BLVD 616|||2897|0450|ARLAND LLC|48000|1998-02-26 00:00:00||False
22983|17039240|30778|412006|1121 ARLINGTON BLVD 616|O|O-Assignment of Lease|4750|1979|ARLAND LLC|176000|2014-01-24 00:00:00||False
22983|17039240|30778|412006|1121 ARLINGTON BLVD 616|O|O-Assignment of Lease|    |    |ARLAND LLC|172000|2019-07-19 00:00:00|20190100012878                  |False
22983|17039240|30778|412006|1121 ARLINGTON BLVD 616|O|O-Assignment of Lease|    |    |ARLAND LLC|156800|2022-05-27 00:00:00|20220100011152                  |False
22984|17039241|30779|412006|1121 ARLINGTON BLVD 617|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22984|17039241|30779|412006|1121 ARLINGTON BLVD 617|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22984|17039241|30779|412006|1121 ARLINGTON BLVD 617|5|5-Not Market Sale|    |    |ARLAND LLC                          |0|2017-05-16 00:00:00|20170100012325                  |False
66577|17039242|30780|412006|1121 ARLINGTON BLVD 618|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
66577|17039242|30780|412006|1121 ARLINGTON BLVD 618|||2868|1341|ARLAND LLC                          |24500|1997-04-10 00:00:00||False
22985|17039243|30781|412006|1121 ARLINGTON BLVD 619|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
22985|17039243|30781|412006|1121 ARLINGTON BLVD 619|1|1-Foreclosure, Auction, Bankru|2790|1615|ARLAND LLC                          |36000|1996-08-14 00:00:00||False
22985|17039243|30781|412006|1121 ARLINGTON BLVD 619|7|7-Partial Interest|3806|1083|ARLAND LLC                          |99500|2004-12-13 00:00:00||False
22985|17039243|30781|412006|1121 ARLINGTON BLVD 619|||4470|1032|ARLAND LLC                          |83653|2011-06-30 00:00:00||False
22986|17039244|30782|412006|1121 ARLINGTON BLVD 620|5|5-Not Market Sale|1624|0099|ARLAND LLC                          |0|1966-01-01 00:00:00||False
22986|17039244|30782|412006|1121 ARLINGTON BLVD 620|5|5-Not Market Sale|2755|2186|ARLAND LLC                          |0|1995-12-28 00:00:00||False
66578|17039245|30783|412006|1121 ARLINGTON BLVD 621|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
66578|17039245|30783|412006|1121 ARLINGTON BLVD 621|O|O-Assignment of Lease|2066|620 |ARLAND LLC|0|1982-06-30 00:00:00||False
66578|17039245|30783|412006|1121 ARLINGTON BLVD 621|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
66578|17039245|30783|412006|1121 ARLINGTON BLVD 621|O|O-Assignment of Lease|    |    |ARLAND LLC|0|2025-06-11 00:00:00|20250100007197                  |False
22987|17039246|30784|412006|1121 ARLINGTON BLVD 622|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
22987|17039246|30784|412006|1121 ARLINGTON BLVD 622|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22987|17039246|30784|412006|1121 ARLINGTON BLVD 622|5|5-Not Market Sale|3733|1745|ARLAND LLC|0|2004-07-20 00:00:00||False
22987|17039246|30784|412006|1121 ARLINGTON BLVD 622|W|W-Will / R.O.S/L O H|    |    |ARLAND LLC|0|2018-11-01 00:00:00|20200400009020                  |False
22987|17039246|30784|412006|1121 ARLINGTON BLVD 622|A|A-Correction Deed|    |    |ARLAND LLC|0|2020-08-03 00:00:00|20200100018983                  |False
22987|17039246|30784|412006|1121 ARLINGTON BLVD 622|5|5-Not Market Sale|    |    |ARLAND LLC|0|2020-08-07 00:00:00|20200100019492                  |False
22988|17039247|30785|412006|1121 ARLINGTON BLVD 623|5|5-Not Market Sale|2468|1682|ARLAND LLC|0|1990-12-04 00:00:00||False
22988|17039247|30785|412006|1121 ARLINGTON BLVD 623|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22988|17039247|30785|412006|1121 ARLINGTON BLVD 623|||3030|0312|ARLAND LLC|20000|1999-08-24 00:00:00||False
66579|17039248|30786|412006|1121 ARLINGTON BLVD 624|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
66579|17039248|30786|412006|1121 ARLINGTON BLVD 624|||2919|1884|ARLAND LLC|34000|1998-06-25 00:00:00||False
66579|17039248|30786|412006|1121 ARLINGTON BLVD 624|O|O-Assignment of Lease|||ARLAND LLC|135000|2023-12-27 00:00:00|20230100014843                  |False
22989|17039249|30787|412006|1121 ARLINGTON BLVD 625|5|5-Not Market Sale|1624|0099|ARLAND LLC|0|1966-01-01 00:00:00||False
22989|17039249|30787|412006|1121 ARLINGTON BLVD 625|5|5-Not Market Sale|2755|2186|ARLAND LLC|0|1995-12-28 00:00:00||False
22989|17039249|30787|412006|1121 ARLINGTON BLVD 625|||3785|0210|ARLAND LLC|142000|2004-12-06 00:00:00||False
